2019-03-09 20:32:21 [ INFO ] [ Version.java :27(<clinit>)]  HV000001: Hibernate Validator 5.1.1.Final
2019-03-09 20:32:22 [ INFO ] [ StartupInfoLogger.java :50(logStarting)]  Starting WebBootApplication on NKNSBZG1HD80PKQ with PID 10304 (D:\workspace\Idea\shopee\shopee-web\shopee-admin\target\classes started by Administrator in D:\workspace\Idea\shopee)
2019-03-09 20:32:22 [ INFO ] [ SpringApplication.java :659(logStartupProfileInfo)]  No active profile set, falling back to default profiles: default
2019-03-09 20:32:25 [ WARN ] [ ClassPathMapperScanner.java :166(doScan)]  No MyBatis mapper was found in '[com.baomidou.springboot.mapper*]' package. Please check your configuration.
2019-03-09 20:32:29 [ INFO ] [ DruidDataSource.java :669(init)]  {dataSource-1} inited
2019-03-09 20:32:42 [ INFO ] [ PropertySourcedRequestMappingHandlerMapping.java :69(initHandlerMethods)]  Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-03-09 20:32:46 [ INFO ] [ StdSchedulerFactory.java :1208(instantiate)]  Using default implementation for ThreadExecutor
2019-03-09 20:32:46 [ INFO ] [ SchedulerSignalerImpl.java :61(<init>)]  Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2019-03-09 20:32:46 [ INFO ] [ QuartzScheduler.java :229(<init>)]  Quartz Scheduler v.2.3.0 created.
2019-03-09 20:32:46 [ INFO ] [ RAMJobStore.java :155(initialize)]  RAMJobStore initialized.
2019-03-09 20:32:46 [ INFO ] [ QuartzScheduler.java :294(initialize)]  Scheduler meta-data: Quartz Scheduler (v2.3.0) 'quartzScheduler' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2019-03-09 20:32:46 [ INFO ] [ StdSchedulerFactory.java :1362(instantiate)]  Quartz scheduler 'quartzScheduler' initialized from an externally provided properties instance.
2019-03-09 20:32:46 [ INFO ] [ StdSchedulerFactory.java :1366(instantiate)]  Quartz scheduler version: 2.3.0
2019-03-09 20:32:46 [ INFO ] [ QuartzScheduler.java :2287(setJobFactory)]  JobFactory set to: org.springframework.boot.autoconfigure.quartz.AutowireCapableBeanJobFactory@6e739ee5
2019-03-09 20:32:46 [ INFO ] [ DocumentationPluginsBootstrapper.java :151(start)]  Context refreshed
2019-03-09 20:32:46 [ INFO ] [ DocumentationPluginsBootstrapper.java :154(start)]  Found 1 custom documentation plugin(s)
2019-03-09 20:32:47 [ INFO ] [ ApiListingReferenceScanner.java :41(scan)]  Scanning for api listing references
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: listUsingGET_1
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingGET_1
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingPOST_1
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: batchDeleteUsingPOST_1
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: deleteUsingPOST_1
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: listUsingGET_2
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: addUsingPOST_1
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: addUsingGET_1
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingGET_2
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingPOST_2
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: batchDeleteUsingPOST_2
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: deleteUsingPOST_2
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: listUsingGET_3
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: updateUsingGET_1
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: updateUsingPOST_1
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: addUsingPOST_2
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: addUsingGET_2
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingGET_3
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingPOST_3
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: deleteUsingPOST_3
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: listUsingGET_4
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: updateUsingGET_2
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: updateUsingPOST_2
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingGET_4
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingPOST_4
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: batchDeleteUsingPOST_3
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: deleteUsingPOST_4
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: listUsingGET_5
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: addUsingPOST_3
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: addUsingGET_3
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingGET_5
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingPOST_5
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: batchDeleteUsingPOST_4
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: deleteUsingPOST_5
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: listUsingGET_6
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: updateUsingGET_3
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: updateUsingPOST_3
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: listUsingGET_7
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: indexUsingGET_1
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: indexUsingGET_2
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: jqueryValidationEngineValidateUsingGET_1
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingGET_6
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingPOST_6
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: batchDeleteUsingPOST_5
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: deleteUsingPOST_6
2019-03-09 20:32:47 [ WARN ] [ ParameterDataTypeReader.java :92(apply)]  Trying to infer dataType org.springframework.ui.ModelMap
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ WARN ] [ ParameterDataTypeReader.java :92(apply)]  Trying to infer dataType org.springframework.ui.ModelMap
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ WARN ] [ ParameterDataTypeReader.java :92(apply)]  Trying to infer dataType org.springframework.ui.ModelMap
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ WARN ] [ ParameterDataTypeReader.java :92(apply)]  Trying to infer dataType org.springframework.ui.ModelMap
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ WARN ] [ ParameterDataTypeReader.java :92(apply)]  Trying to infer dataType org.springframework.ui.ModelMap
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ WARN ] [ ParameterDataTypeReader.java :92(apply)]  Trying to infer dataType org.springframework.ui.ModelMap
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ WARN ] [ ParameterDataTypeReader.java :92(apply)]  Trying to infer dataType org.springframework.ui.ModelMap
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ WARN ] [ ParameterDataTypeReader.java :92(apply)]  Trying to infer dataType org.springframework.ui.ModelMap
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: listUsingGET_8
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: addUsingPOST_4
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: addUsingGET_4
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingGET_7
2019-03-09 20:32:47 [ INFO ] [ CachingOperationNameGenerator.java :40(startingWith)]  Generating unique operation named: ajaxListUsingPOST_7
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
2019-03-09 20:32:47 [ INFO ] [ SizeAnnotationPlugin.java :52(apply)]  searching for @size: false
